model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2018,15777,"No accidents, 2 Owners, Fleet use","San Diego, CA","Silver exterior, Black interior"
Ford Fusion,2019,17000,"No accidents, 1 Owner, Personal use","Santa Rosa, CA","Black exterior, Black interior"
Ford Fusion,2017,11470,"No accidents, 1 Owner, Personal use","Wickliffe, OH","Silver exterior, Black interior"
Ford Fusion,2018,17682,"No accidents, 1 Owner, Personal use","Bourbonnais, IL","Black exterior, Black interior"
Ford Fusion,2019,14600,"No accidents, 1 Owner, Fleet use","Sewell, NJ","Blue exterior, Unknown interior"
Ford Fusion,2019,19980,"No accidents, 1 Owner, Personal use","Oak Forest, IL","Gold exterior, Black interior"
Ford Fusion,2017,14000,"1 accident, 1 Owner, Personal use","Saline, MI","Red exterior, Black interior"
Ford Fusion,2017,14456,"No accidents, 1 Owner, Personal use","Monroe, MI","Red exterior, Unknown interior"
Ford Fusion,2017,13500,"No accidents, 1 Owner, Personal use","Valencia, CA","Gray exterior, Black interior"
Ford Fusion,2017,11900,"No accidents, 2 Owners, Personal use","Oklahoma City, OK","Red exterior, Gray interior"
Ford Fusion,2018,12995,"No accidents, 1 Owner, Personal use","New Braunfels, TX","Black exterior, Black interior"
Ford Fusion,2014,8900,"1 accident, 3 Owners, Fleet use","Boaz, AL","Gray exterior, Unknown interior"
Ford Fusion,2020,15300,"No accidents, 1 Owner, Personal use","Irving, TX","Silver exterior, Black interior"
Ford Fusion,2016,11799,"No accidents, 2 Owners, Fleet use","Littleton, CO","Gray exterior, Black interior"
Ford Fusion,2019,16454,"No accidents, 1 Owner, Personal use","Yulee, FL","White exterior, Black interior"
Ford Fusion,2019,15188,"1 accident, 1 Owner, Personal use","Port Charlotte, FL","Red exterior, Gray interior"
Ford Fusion,2017,15013,"No accidents, 1 Owner, Personal use","Santa Clara, CA","Gray exterior, Black interior"
Ford Fusion,2013,10991,"No accidents, 1 Owner, Personal use","Indianapolis, IN","White exterior, Unknown interior"
Ford Fusion,2016,11890,"No accidents, 1 Owner, Personal use","Winchester, MA","Blue exterior, Black interior"
Ford Fusion,2014,11500,"No accidents, 1 Owner, Personal use","Fort Wayne, IN","Orange exterior, Gray interior"
Ford Fusion,2019,13700,"No accidents, 1 Owner, Fleet use","Hazard, KY","Silver exterior, Gray interior"
Ford Fusion,2016,8000,"No accidents, 1 Owner, Personal use","Winchester, VA","Silver exterior, Gray interior"
Ford Fusion,2016,11995,"No accidents, 2 Owners, Fleet use","Brooklyn Center, MN","Black exterior, Gray interior"
Ford Fusion,2017,9991,"2 accidents, 1 Owner, Personal use","Cedartown, GA","White exterior, Black interior"
Ford Fusion,2019,16200,"No accidents, 1 Owner, Personal use","Austin, TX","Blue exterior, Gray interior"
Ford Fusion,2019,12977,"No accidents, 1 Owner, Personal use","Union City, GA","White exterior, Black interior"
Ford Fusion,2008,4900,"1 accident, 4 Owners, Personal use","Indianapolis, IN","Green exterior, Brown interior"
Ford Fusion,2015,9799,"No accidents, 2 Owners, Personal use","Memphis, TN","White exterior, Beige interior"
Ford Fusion,2018,15664,"No accidents, 1 Owner, Personal use","Comstock, NY","Gray exterior, Black interior"
Ford Fusion,2019,18000,"No accidents, 1 Owner, Personal use","Marlborough, MA","Black exterior, Black interior"
Ford Fusion,2015,9990,"No accidents, 3 Owners, Fleet use","Eugene, OR","Black exterior, Unknown interior"
Ford Fusion,2017,11499,"No accidents, 2 Owners, Fleet use","San Antonio, TX","Red exterior, Black interior"
Ford Fusion,2018,14888,"No accidents, 1 Owner, Fleet use","Fresno, CA","Black exterior, Black interior"
Ford Fusion,2015,6471,"No accidents, 1 Owner, Personal use","Pacoima, CA","White exterior, Gray interior"
Ford Fusion,2019,18500,"No accidents, 1 Owner, Personal use","Brownsburg, IN","Silver exterior, Black interior"
Ford Fusion,2017,11995,"No accidents, 2 Owners, Fleet use","Tampa, FL","Gray exterior, Unknown interior"
Ford Fusion,2019,20995,"No accidents, 1 Owner, Personal use","Danville, IL","Black exterior, Unknown interior"
Ford Fusion,2018,15795,"No accidents, 2 Owners, Personal use","Maple Shade, NJ","Gray exterior, Black interior"
Ford Fusion,2016,11995,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2014,9995,"No accidents, 1 Owner, Personal use","Lynwood, CA","White exterior, Black interior"
Ford Fusion,2019,18500,"No accidents, 1 Owner, Fleet use","Ogden, UT","Black exterior, Unknown interior"
Ford Fusion,2017,13865,"No accidents, 1 Owner, Personal use","Bainbridge, GA","Gold exterior, Gray interior"
Ford Fusion,2013,9990,"1 accident, 3 Owners, Personal use","Canton, MA","White exterior, Black interior"
Ford Fusion,2018,14585,"No accidents, 1 Owner, Fleet use","Memphis, TN","Gray exterior, Gray interior"
Ford Fusion,2018,11982,"No accidents, 1 Owner, Personal use","Oakfield, NY","Black exterior, Black interior"
Ford Fusion,2016,11327,"No accidents, 4 Owners, Fleet use","Antioch, IL","Blue exterior, Black interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Fuquay Varina, NC","Black exterior, Black interior"
Ford Fusion,2017,13672,"No accidents, 2 Owners, Personal use","Brooksville, FL","Gold exterior, Black interior"
Ford Fusion,2016,11500,"No accidents, 3 Owners, Personal use","Seaside, CA","Gray exterior, Black interior"
Ford Fusion,2019,15990,"No accidents, 1 Owner, Fleet use","Collins, MS","Gray exterior, Black interior"
Ford Fusion,2019,19150,"No accidents, 1 Owner, Personal use","California, MO","Black exterior, Unknown interior"
Ford Fusion,2017,16992,"No accidents, 1 Owner, Personal use","Albuquerque, NM","Black exterior, Black interior"
Ford Fusion,2017,12490,"No accidents, 1 Owner, Personal use","Deer Park, NY","Silver exterior, Black interior"
Ford Fusion,2010,6995,"1 accident, 1 Owner, Personal use","Naperville, IL","White exterior, Unknown interior"
Ford Fusion,2018,14500,"No accidents, 2 Owners, Fleet use","Mattoon, IL","Gray exterior, Gray interior"
Ford Fusion,2014,10995,"No accidents, 1 Owner, Personal use","Escondido, CA","Blue exterior, Unknown interior"
Ford Fusion,2016,13372,"1 accident, 2 Owners, Fleet use","Canton, NC","Black exterior, Black interior"
Ford Fusion,2019,14480,"No accidents, 2 Owners, Personal use","Stafford, TX","White exterior, Black interior"
Ford Fusion,2014,7250,"No accidents, 2 Owners, Personal use","Painesville, OH","Gray exterior, Unknown interior"
Ford Fusion,2014,10985,"No accidents, 2 Owners, Fleet use","Hampstead, MD","Gray exterior, Black interior"
Ford Fusion,2017,14957,"No accidents, 1 Owner, Fleet use","Morgan, UT","Silver exterior, Black interior"
Ford Fusion,2016,14295,"No accidents, 2 Owners, Fleet use","Sterling Heights, MI","White exterior, Black interior"
Ford Fusion,2019,16999,"No accidents, 1 Owner, Personal use","Lubbock, TX","Black exterior, Unknown interior"
Ford Fusion,2010,8495,"1 accident, 2 Owners, Personal use","Union, NJ","Blue exterior, Unknown interior"
Ford Fusion,2019,16552,"No accidents, 1 Owner, Personal use","Seffner, FL","White exterior, Gray interior"
Ford Fusion,2016,9399,"1 accident, 2 Owners, Fleet use","Union City, NJ","Gray exterior, Beige interior"
Ford Fusion,2019,14499,"No accidents, 2 Owners, Fleet use","Miami, FL","Silver exterior, Black interior"
Ford Fusion,2017,10225,"1 accident, 2 Owners, Personal use","Fredericksburg, VA","Gray exterior, Gray interior"
Ford Fusion,2017,15822,"No accidents, 2 Owners, Personal use","North Charleston, SC","Blue exterior, Black interior"
Ford Fusion,2017,14756,"No accidents, Fleet use","Madison Heights, MI","Black exterior, Black interior"
Ford Fusion,2015,10570,"2 accidents, 2 Owners, Fleet use","Wickliffe, OH","Brown exterior, Black interior"
Ford Fusion,2015,9900,"2 accidents, 2 Owners, Personal use","Hardeeville, SC","Gray exterior, Black interior"
Ford Fusion,2017,15990,"No accidents, 2 Owners, Personal use","Princeton, WV","White exterior, Gray interior"
Ford Fusion,2019,16090,"No accidents, 1 Owner, Personal use","Vacaville, CA","White exterior, Black interior"
Ford Fusion,2018,13760,"No accidents, 1 Owner, Personal use","Phoenix, AZ","Silver exterior, Black interior"
Ford Fusion,2019,15988,"2 accidents, 1 Owner, Personal use","St. Augustine, FL","Silver exterior, Black interior"
Ford Fusion,2011,5745,"No accidents, 2 Owners, Personal use","Falls Church, VA","Blue exterior, Black interior"
Ford Fusion,2011,7000,"No accidents, 2 Owners, Personal use","Chesapeake, VA","Gray exterior, Gray interior"
Ford Fusion,2019,16988,"No accidents, 1 Owner, Personal use","Aurora, CO","Unknown exterior, Black interior"
Ford Fusion,2018,14556,"No accidents, Personal use","Madison Heights, MI","White exterior, Gray interior"
Ford Fusion,2019,16450,"No accidents, 1 Owner, Personal use","Sandusky, MI","Gray exterior, Black interior"
Ford Fusion,2016,9995,"No accidents, 1 Owner, Personal use","Lakewood, NY","Black exterior, Black interior"
Ford Fusion,2014,10177,"No accidents, 5 Owners, Personal use","Tigard, OR","Black exterior, Unknown interior"
Ford Fusion,2014,10000,"No accidents, 2 Owners, Fleet use","Winchester, KY","White exterior, Unknown interior"
Ford Fusion,2017,15390,"No accidents, 2 Owners, Personal use","Laurel, MD","Gray exterior, Black interior"
Ford Fusion,2019,18840,"No accidents, 1 Owner, Fleet use","Bensalem, PA","Gray exterior, Unknown interior"
Ford Fusion,2019,15111,"No accidents, 1 Owner, Personal use","Bethlehem, PA","Silver exterior, Gray interior"
Ford Fusion,2012,6450,"No accidents, 2 Owners, Personal use","Dumfries, VA","Unknown exterior, Unknown interior"
Ford Fusion,2019,16989,"No accidents, 1 Owner, Personal use","Fort Wayne, IN","White exterior, Black interior"
Ford Fusion,2018,15988,"No accidents, 1 Owner, Fleet use","Plantation, FL","Silver exterior, Black interior"
Ford Fusion,2014,12891,"No accidents, 2 Owners, Personal use","Houston, TX","White exterior, Black interior"
Ford Fusion,2017,15800,"No accidents, 1 Owner, Fleet use","Seattle, WA","Gray exterior, Unknown interior"
Ford Fusion,2013,9129,"1 accident, 5 Owners, Personal use","Streetsboro, OH","White exterior, Black interior"
Ford Fusion,2017,13354,"No accidents, 2 Owners, Personal use","Titusville, FL","Black exterior, Unknown interior"
Ford Fusion,2017,12895,"1 accident, 1 Owner, Personal use","Miami Gardens, FL","Silver exterior, Black interior"
Ford Fusion,2017,16288,"1 accident, 2 Owners, Personal use","Edinburg, TX","Silver exterior, Black interior"
Ford Fusion,2019,17263,"No accidents, 1 Owner, Personal use","Olympia, WA","Black exterior, Black interior"
Ford Fusion,2018,12319,"No accidents, 1 Owner, Personal use","Gallatin, TN","Blue exterior, Black interior"
Ford Fusion,2019,21288,"1 accident, 1 Owner, Fleet use","San Antonio, TX","Silver exterior, Black interior"
Ford Fusion,2014,9995,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2017,14288,"No accidents, 2 Owners, Fleet use","San Bernardino, CA","White exterior, Black interior"
Ford Fusion,2019,16991,"No accidents, 1 Owner, Personal use","Chicago, IL","Gray exterior, Unknown interior"
Ford Fusion,2012,5000,"No accidents, 4 Owners, Fleet use","Hiawatha, IA","White exterior, Gray interior"
Ford Fusion,2011,6795,"No accidents, 2 Owners, Fleet use","San Jose, CA","Blue exterior, Gray interior"
Ford Fusion,2017,15998,"No accidents, 2 Owners, Personal use","Frederick, MD","Gray exterior, Black interior"
Ford Fusion,2017,14500,"No accidents, 3 Owners, Fleet use","Louisville, KY","Blue exterior, Unknown interior"
Ford Fusion,2017,11771,"No accidents, 2 Owners, Fleet use","Portland, OR","Gray exterior, Black interior"
Ford Fusion,2020,15899,"No accidents, 1 Owner, Fleet use","Los Angeles, CA","Gray exterior, Black interior"
Ford Fusion,2015,9700,"No accidents, 1 Owner, Personal use","Woodland Hills, CA","Silver exterior, Unknown interior"
Ford Fusion,2017,12499,"1 accident, 1 Owner, Personal use","Waterbury, CT","Black exterior, Black interior"
Ford Fusion,2017,11980,"No accidents, 1 Owner, Fleet use","Stafford, TX","Black exterior, Black interior"
Ford Fusion,2019,13499,"No accidents, 1 Owner, Fleet use","Phoenix, AZ","Silver exterior, Gray interior"
Ford Fusion,2017,15000,"No accidents, 1 Owner, Personal use","Columbia, MD","Red exterior, Black interior"
Ford Fusion,2018,15500,"No accidents, 2 Owners, Personal use","Upland, CA","White exterior, Black interior"
Ford Fusion,2019,14888,"No accidents, 2 Owners, Personal use","Ellicot City, MD","Blue exterior, Black interior"
Ford Fusion,2017,14990,"No accidents, Fleet use","Lancaster, PA","White exterior, Black interior"
Ford Fusion,2019,15994,"No accidents, 1 Owner, Personal use","San Antonio, TX","Silver exterior, Black interior"
Ford Fusion,2015,12988,"No accidents, 2 Owners, Personal use","Colorado Springs, CO","White exterior, Beige interior"
Ford Fusion,2014,9481,"No accidents, 1 Owner, Personal use","Cincinnati, OH","Gray exterior, Black interior"
Ford Fusion,2019,15488,"No accidents, 2 Owners, Personal use","Detroit, MI","Black exterior, Black interior"
Ford Fusion,2019,17898,"No accidents, 1 Owner, Personal use","Taylorville, IL","Blue exterior, Gray interior"
Ford Fusion,2019,18793,"No accidents, 1 Owner, Personal use","Milwaukee, WI","Gray exterior, Black interior"
Ford Fusion,2019,16599,"No accidents, 1 Owner, Personal use","Nashville, TN","Silver exterior, Black interior"
Ford Fusion,2017,17515,"No accidents, 1 Owner, Personal use","Salisbury, NC","Gray exterior, Black interior"
Ford Fusion,2016,11500,"No accidents, 1 Owner, Personal use","Denton, MD","White exterior, Black interior"
Ford Fusion,2017,18918,"No accidents, 1 Owner, Personal use","Columbus, OH","White exterior, Black interior"
Ford Fusion,2015,8999,"No accidents, 3 Owners, Fleet use","Dallas, GA","Silver exterior, Unknown interior"
Ford Fusion,2016,12323,"No accidents, 3 Owners, Fleet use","Austin, TX","Gray exterior, Black interior"
Ford Fusion,2020,18560,"No accidents, 1 Owner, Personal use","Nashville, TN","Black exterior, Black interior"
Ford Fusion,2019,16409,"No accidents, 1 Owner, Personal use","Chicago, IL","Blue exterior, Gray interior"
Ford Fusion,2019,17220,"No accidents, 1 Owner, Personal use","Harlingen, TX","Gray exterior, Black interior"
Ford Fusion,2019,18165,"No accidents, 1 Owner, Personal use","Harlingen, TX","Black exterior, Black interior"
Ford Fusion,2020,19995,"No accidents, 1 Owner, Personal use","Amherst, VA","White exterior, Black interior"
Ford Fusion,2017,11434,"No accidents, 1 Owner, Personal use","Tomball, TX","Gold exterior, Gray interior"
Ford Fusion,2015,12990,"No accidents, 2 Owners, Personal use","Blue Mound, TX","White exterior, Gray interior"
Ford Fusion,2014,9490,"No accidents, 3 Owners, Fleet use","Knoxville, TN","Green exterior, Black interior"
Ford Fusion,2020,21718,"No accidents, 1 Owner, Personal use","Roseville, CA","Silver exterior, Black interior"
Ford Fusion,2017,13995,"No accidents, 1 Owner, Fleet use","Harlingen, TX","Red exterior, Black interior"
Ford Fusion,2016,13488,"No accidents, 1 Owner, Personal use","Tustin, CA","Red exterior, Black interior"
Ford Fusion,2011,6899,"No accidents, 1 Owner, Personal use","Phoenix, AZ","Blue exterior, Unknown interior"
Ford Fusion,2019,17268,"No accidents, 1 Owner, Personal use","Raleigh, NC","Silver exterior, Black interior"
Ford Fusion,2014,10991,"1 accident, 1 Owner, Personal use","Medford, MA","Gray exterior, Black interior"
Ford Fusion,2015,10595,"No accidents, 2 Owners, Personal use","Escondido, CA","Black exterior, Black interior"
Ford Fusion,2013,9595,"No accidents, Personal use","Rocky Mount, NC","Gray exterior, Black interior"
Ford Fusion,2017,14000,"No accidents, 2 Owners, Personal use","Tampa, FL","Gray exterior, Black interior"
Ford Fusion,2017,13272,"No accidents, 1 Owner, Personal use","San Jose, CA","Red exterior, Gray interior"
Ford Fusion,2017,16900,"No accidents, 1 Owner, Fleet use","Racine, WI","White exterior, Gray interior"
Ford Fusion,2016,13296,"No accidents, Personal use","Chesterfield, MI","Red exterior, Unknown interior"
Ford Fusion,2017,13900,"No accidents, 1 Owner, Personal use","Houston, TX","Black exterior, Black interior"
Ford Fusion,2019,18777,"No accidents, 1 Owner, Personal use","Plainfield, IL","Black exterior, Black interior"
Ford Fusion,2017,13822,"No accidents, 1 Owner, Personal use","Raleigh, NC","Silver exterior, Black interior"
Ford Fusion,2015,11025,"No accidents, 3 Owners, Personal use","Lafayette, IN","Gray exterior, Black interior"
Ford Fusion,2018,13495,"2 accidents, 2 Owners, Personal use","Memphis, TN","White exterior, Black interior"
Ford Fusion,2019,18990,"No accidents, 1 Owner, Personal use","Aurora, CO","White exterior, Black interior"
Ford Fusion,2017,12899,"No accidents, 1 Owner, Personal use","Santa Ana, CA","Blue exterior, Black interior"
